Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
any component of the desired deformation that lies in the null space of the SSD matrix will be ignored,data,c_o_m_p_o_n_e_n_t d_e_s_i_r_e_d d_e_f_o_r_m_a_t_i_o_n l_i_e_s n_u_l_l s_p_a_c_e s_s_d m_a_t_r_i_x i_g_n_o_r_e_d,c_o_m_p_o_n_e_n_t_ _d_e_s_i_r_e_d d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _l_i_e_s l_i_e_s_ _n_u_l_l n_u_l_l_ _s_p_a_c_e s_p_a_c_e_ _s_s_d s_s_d_ _m_a_t_r_i_x m_a_t_r_i_x_ _i_g_n_o_r_e_d,c_o_m_p_o_n_e_n_t_ _d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n_ _l_i_e_s d_e_f_o_r_m_a_t_i_o_n_ _l_i_e_s_ _n_u_l_l l_i_e_s_ _n_u_l_l_ _s_p_a_c_e n_u_l_l_ _s_p_a_c_e_ _s_s_d s_p_a_c_e_ _s_s_d_ _m_a_t_r_i_x s_s_d_ _m_a_t_r_i_x_ _i_g_n_o_r_e_d,0,0,will,
singular cases are rare,own_claim,s_i_n_g_u_l_a_r c_a_s_e_s r_a_r_e,s_i_n_g_u_l_a_r_ _c_a_s_e_s c_a_s_e_s_ _r_a_r_e,s_i_n_g_u_l_a_r_ _c_a_s_e_s_ _r_a_r_e,0,0,,
it is possible to handle these cases with a small rearrangement of the inverse PSD approach,own_claim,p_o_s_s_i_b_l_e h_a_n_d_l_e c_a_s_e_s s_m_a_l_l r_e_a_r_r_a_n_g_e_m_e_n_t i_n_v_e_r_s_e p_s_d a_p_p_r_o_a_c_h,p_o_s_s_i_b_l_e_ _h_a_n_d_l_e h_a_n_d_l_e_ _c_a_s_e_s c_a_s_e_s_ _s_m_a_l_l s_m_a_l_l_ _r_e_a_r_r_a_n_g_e_m_e_n_t r_e_a_r_r_a_n_g_e_m_e_n_t_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _p_s_d p_s_d_ _a_p_p_r_o_a_c_h,p_o_s_s_i_b_l_e_ _h_a_n_d_l_e_ _c_a_s_e_s h_a_n_d_l_e_ _c_a_s_e_s_ _s_m_a_l_l c_a_s_e_s_ _s_m_a_l_l_ _r_e_a_r_r_a_n_g_e_m_e_n_t s_m_a_l_l_ _r_e_a_r_r_a_n_g_e_m_e_n_t_ _i_n_v_e_r_s_e r_e_a_r_r_a_n_g_e_m_e_n_t_ _i_n_v_e_r_s_e_ _p_s_d i_n_v_e_r_s_e_ _p_s_d_ _a_p_p_r_o_a_c_h,0,0,,
"one example is a joint with 180 o rotation and equal 2 1 , 2 1 weights on the two joint frames, which is an unrealistic case of selfintersection",data,e_x_a_m_p_l_e j_o_i_n_t 1_8_0 o r_o_t_a_t_i_o_n e_q_u_a_l 2 1 2 1 w_e_i_g_h_t_s j_o_i_n_t f_r_a_m_e_s u_n_r_e_a_l_i_s_t_i_c c_a_s_e s_e_l_f_i_n_t_e_r_s_e_c_t_i_o_n,e_x_a_m_p_l_e_ _j_o_i_n_t j_o_i_n_t_ _1_8_0 1_8_0_ _o o_ _r_o_t_a_t_i_o_n r_o_t_a_t_i_o_n_ _e_q_u_a_l e_q_u_a_l_ _2 2_ _1 1_ _2 2_ _1 1_ _w_e_i_g_h_t_s w_e_i_g_h_t_s_ _j_o_i_n_t j_o_i_n_t_ _f_r_a_m_e_s f_r_a_m_e_s_ _u_n_r_e_a_l_i_s_t_i_c u_n_r_e_a_l_i_s_t_i_c_ _c_a_s_e c_a_s_e_ _s_e_l_f_i_n_t_e_r_s_e_c_t_i_o_n,e_x_a_m_p_l_e_ _j_o_i_n_t_ _1_8_0 j_o_i_n_t_ _1_8_0_ _o 1_8_0_ _o_ _r_o_t_a_t_i_o_n o_ _r_o_t_a_t_i_o_n_ _e_q_u_a_l r_o_t_a_t_i_o_n_ _e_q_u_a_l_ _2 e_q_u_a_l_ _2_ _1 2_ _1_ _2 1_ _2_ _1 2_ _1_ _w_e_i_g_h_t_s 1_ _w_e_i_g_h_t_s_ _j_o_i_n_t w_e_i_g_h_t_s_ _j_o_i_n_t_ _f_r_a_m_e_s j_o_i_n_t_ _f_r_a_m_e_s_ _u_n_r_e_a_l_i_s_t_i_c f_r_a_m_e_s_ _u_n_r_e_a_l_i_s_t_i_c_ _c_a_s_e u_n_r_e_a_l_i_s_t_i_c_ _c_a_s_e_ _s_e_l_f_i_n_t_e_r_s_e_c_t_i_o_n,0,0,,
it will be generally be zero,own_claim,g_e_n_e_r_a_l_l_y z_e_r_o,g_e_n_e_r_a_l_l_y_ _z_e_r_o,,0,0,will,
w i is being minimized,data,w m_i_n_i_m_i_z_e_d,w_ _m_i_n_i_m_i_z_e_d,,0,0,,
will be non-zero only if it is not possible to obtain the desired deformation v i using SKINNING i (v r + d i ),own_claim,n_o_n z_e_r_o p_o_s_s_i_b_l_e o_b_t_a_i_n d_e_s_i_r_e_d d_e_f_o_r_m_a_t_i_o_n v s_k_i_n_n_i_n_g v r + d,n_o_n_ _z_e_r_o z_e_r_o_ _p_o_s_s_i_b_l_e p_o_s_s_i_b_l_e_ _o_b_t_a_i_n o_b_t_a_i_n_ _d_e_s_i_r_e_d d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _v v_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _v v_ _r r_ _+ +_ _d,n_o_n_ _z_e_r_o_ _p_o_s_s_i_b_l_e z_e_r_o_ _p_o_s_s_i_b_l_e_ _o_b_t_a_i_n p_o_s_s_i_b_l_e_ _o_b_t_a_i_n_ _d_e_s_i_r_e_d o_b_t_a_i_n_ _d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n_ _v d_e_f_o_r_m_a_t_i_o_n_ _v_ _s_k_i_n_n_i_n_g v_ _s_k_i_n_n_i_n_g_ _v s_k_i_n_n_i_n_g_ _v_ _r v_ _r_ _+ r_ _+_ _d,0,1,will,not
Inverse skinning integrates SSD and shape interpolation more firmly than its forward rival.,own_claim,i_n_v_e_r_s_e s_k_i_n_n_i_n_g i_n_t_e_g_r_a_t_e_s s_s_d s_h_a_p_e i_n_t_e_r_p_o_l_a_t_i_o_n f_i_r_m_l_y f_o_r_w_a_r_d r_i_v_a_l,i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _i_n_t_e_g_r_a_t_e_s i_n_t_e_g_r_a_t_e_s_ _s_s_d s_s_d_ _s_h_a_p_e s_h_a_p_e_ _i_n_t_e_r_p_o_l_a_t_i_o_n i_n_t_e_r_p_o_l_a_t_i_o_n_ _f_i_r_m_l_y f_i_r_m_l_y_ _f_o_r_w_a_r_d f_o_r_w_a_r_d_ _r_i_v_a_l,i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g_ _i_n_t_e_g_r_a_t_e_s s_k_i_n_n_i_n_g_ _i_n_t_e_g_r_a_t_e_s_ _s_s_d i_n_t_e_g_r_a_t_e_s_ _s_s_d_ _s_h_a_p_e s_s_d_ _s_h_a_p_e_ _i_n_t_e_r_p_o_l_a_t_i_o_n s_h_a_p_e_ _i_n_t_e_r_p_o_l_a_t_i_o_n_ _f_i_r_m_l_y i_n_t_e_r_p_o_l_a_t_i_o_n_ _f_i_r_m_l_y_ _f_o_r_w_a_r_d f_i_r_m_l_y_ _f_o_r_w_a_r_d_ _r_i_v_a_l,0,0,,
the inverse approach presents better performance and more consistent interpolation,own_claim,i_n_v_e_r_s_e a_p_p_r_o_a_c_h p_r_e_s_e_n_t_s b_e_t_t_e_r p_e_r_f_o_r_m_a_n_c_e c_o_n_s_i_s_t_e_n_t i_n_t_e_r_p_o_l_a_t_i_o_n,i_n_v_e_r_s_e_ _a_p_p_r_o_a_c_h a_p_p_r_o_a_c_h_ _p_r_e_s_e_n_t_s p_r_e_s_e_n_t_s_ _b_e_t_t_e_r b_e_t_t_e_r_ _p_e_r_f_o_r_m_a_n_c_e p_e_r_f_o_r_m_a_n_c_e_ _c_o_n_s_i_s_t_e_n_t c_o_n_s_i_s_t_e_n_t_ _i_n_t_e_r_p_o_l_a_t_i_o_n,i_n_v_e_r_s_e_ _a_p_p_r_o_a_c_h_ _p_r_e_s_e_n_t_s a_p_p_r_o_a_c_h_ _p_r_e_s_e_n_t_s_ _b_e_t_t_e_r p_r_e_s_e_n_t_s_ _b_e_t_t_e_r_ _p_e_r_f_o_r_m_a_n_c_e b_e_t_t_e_r_ _p_e_r_f_o_r_m_a_n_c_e_ _c_o_n_s_i_s_t_e_n_t p_e_r_f_o_r_m_a_n_c_e_ _c_o_n_s_i_s_t_e_n_t_ _i_n_t_e_r_p_o_l_a_t_i_o_n,0,0,,
Figure 7 to Figure 10,data,f_i_g_u_r_e 7 f_i_g_u_r_e 1_0,f_i_g_u_r_e_ _7 7_ _f_i_g_u_r_e f_i_g_u_r_e_ _1_0,f_i_g_u_r_e_ _7_ _f_i_g_u_r_e 7_ _f_i_g_u_r_e_ _1_0,0,0,,
"the direction of deformed vertex in inverse skinning is linearly proportional to joint rotations in a simplified example, while the forward PSD does not incorporate the direction information",own_claim,d_i_r_e_c_t_i_o_n d_e_f_o_r_m_e_d v_e_r_t_e_x i_n_v_e_r_s_e s_k_i_n_n_i_n_g l_i_n_e_a_r_l_y p_r_o_p_o_r_t_i_o_n_a_l j_o_i_n_t r_o_t_a_t_i_o_n_s s_i_m_p_l_i_f_i_e_d e_x_a_m_p_l_e f_o_r_w_a_r_d p_s_d i_n_c_o_r_p_o_r_a_t_e d_i_r_e_c_t_i_o_n i_n_f_o_r_m_a_t_i_o_n,d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d d_e_f_o_r_m_e_d_ _v_e_r_t_e_x v_e_r_t_e_x_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _l_i_n_e_a_r_l_y l_i_n_e_a_r_l_y_ _p_r_o_p_o_r_t_i_o_n_a_l p_r_o_p_o_r_t_i_o_n_a_l_ _j_o_i_n_t j_o_i_n_t_ _r_o_t_a_t_i_o_n_s r_o_t_a_t_i_o_n_s_ _s_i_m_p_l_i_f_i_e_d s_i_m_p_l_i_f_i_e_d_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _f_o_r_w_a_r_d f_o_r_w_a_r_d_ _p_s_d p_s_d_ _i_n_c_o_r_p_o_r_a_t_e i_n_c_o_r_p_o_r_a_t_e_ _d_i_r_e_c_t_i_o_n d_i_r_e_c_t_i_o_n_ _i_n_f_o_r_m_a_t_i_o_n,d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d_ _v_e_r_t_e_x d_e_f_o_r_m_e_d_ _v_e_r_t_e_x_ _i_n_v_e_r_s_e v_e_r_t_e_x_ _i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g_ _l_i_n_e_a_r_l_y s_k_i_n_n_i_n_g_ _l_i_n_e_a_r_l_y_ _p_r_o_p_o_r_t_i_o_n_a_l l_i_n_e_a_r_l_y_ _p_r_o_p_o_r_t_i_o_n_a_l_ _j_o_i_n_t p_r_o_p_o_r_t_i_o_n_a_l_ _j_o_i_n_t_ _r_o_t_a_t_i_o_n_s j_o_i_n_t_ _r_o_t_a_t_i_o_n_s_ _s_i_m_p_l_i_f_i_e_d r_o_t_a_t_i_o_n_s_ _s_i_m_p_l_i_f_i_e_d_ _e_x_a_m_p_l_e s_i_m_p_l_i_f_i_e_d_ _e_x_a_m_p_l_e_ _f_o_r_w_a_r_d e_x_a_m_p_l_e_ _f_o_r_w_a_r_d_ _p_s_d f_o_r_w_a_r_d_ _p_s_d_ _i_n_c_o_r_p_o_r_a_t_e p_s_d_ _i_n_c_o_r_p_o_r_a_t_e_ _d_i_r_e_c_t_i_o_n i_n_c_o_r_p_o_r_a_t_e_ _d_i_r_e_c_t_i_o_n_ _i_n_f_o_r_m_a_t_i_o_n,0,1,,not
the minimizing process will introduce more cost,own_claim,m_i_n_i_m_i_z_i_n_g p_r_o_c_e_s_s i_n_t_r_o_d_u_c_e c_o_s_t,m_i_n_i_m_i_z_i_n_g_ _p_r_o_c_e_s_s p_r_o_c_e_s_s_ _i_n_t_r_o_d_u_c_e i_n_t_r_o_d_u_c_e_ _c_o_s_t,m_i_n_i_m_i_z_i_n_g_ _p_r_o_c_e_s_s_ _i_n_t_r_o_d_u_c_e p_r_o_c_e_s_s_ _i_n_t_r_o_d_u_c_e_ _c_o_s_t,0,0,will,
The cost of the inverse operation is not critical,own_claim,c_o_s_t i_n_v_e_r_s_e o_p_e_r_a_t_i_o_n c_r_i_t_i_c_a_l,c_o_s_t_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n o_p_e_r_a_t_i_o_n_ _c_r_i_t_i_c_a_l,c_o_s_t_ _i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n_ _c_r_i_t_i_c_a_l,0,1,,not
it is a one time “setup” cost,own_claim,t_i_m_e s_e_t_u_p c_o_s_t,t_i_m_e_ _s_e_t_u_p s_e_t_u_p_ _c_o_s_t,t_i_m_e_ _s_e_t_u_p_ _c_o_s_t,0,0,,
the compute time is insignificant compared to the human time required to sculpt the desired deformations,own_claim,c_o_m_p_u_t_e t_i_m_e i_n_s_i_g_n_i_f_i_c_a_n_t c_o_m_p_a_r_e_d h_u_m_a_n t_i_m_e r_e_q_u_i_r_e_d s_c_u_l_p_t d_e_s_i_r_e_d d_e_f_o_r_m_a_t_i_o_n_s,c_o_m_p_u_t_e_ _t_i_m_e t_i_m_e_ _i_n_s_i_g_n_i_f_i_c_a_n_t i_n_s_i_g_n_i_f_i_c_a_n_t_ _c_o_m_p_a_r_e_d c_o_m_p_a_r_e_d_ _h_u_m_a_n h_u_m_a_n_ _t_i_m_e t_i_m_e_ _r_e_q_u_i_r_e_d r_e_q_u_i_r_e_d_ _s_c_u_l_p_t s_c_u_l_p_t_ _d_e_s_i_r_e_d d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n_s,c_o_m_p_u_t_e_ _t_i_m_e_ _i_n_s_i_g_n_i_f_i_c_a_n_t t_i_m_e_ _i_n_s_i_g_n_i_f_i_c_a_n_t_ _c_o_m_p_a_r_e_d i_n_s_i_g_n_i_f_i_c_a_n_t_ _c_o_m_p_a_r_e_d_ _h_u_m_a_n c_o_m_p_a_r_e_d_ _h_u_m_a_n_ _t_i_m_e h_u_m_a_n_ _t_i_m_e_ _r_e_q_u_i_r_e_d t_i_m_e_ _r_e_q_u_i_r_e_d_ _s_c_u_l_p_t r_e_q_u_i_r_e_d_ _s_c_u_l_p_t_ _d_e_s_i_r_e_d s_c_u_l_p_t_ _d_e_s_i_r_e_d_ _d_e_f_o_r_m_a_t_i_o_n_s,0,0,,
a frame goes wrong,data,f_r_a_m_e g_o_e_s w_r_o_n_g,f_r_a_m_e_ _g_o_e_s g_o_e_s_ _w_r_o_n_g,f_r_a_m_e_ _g_o_e_s_ _w_r_o_n_g,0,0,,
physical principles,data,p_h_y_s_i_c_a_l p_r_i_n_c_i_p_l_e_s,p_h_y_s_i_c_a_l_ _p_r_i_n_c_i_p_l_e_s,,0,0,,
the model is very detailed,data,m_o_d_e_l d_e_t_a_i_l_e_d,m_o_d_e_l_ _d_e_t_a_i_l_e_d,,0,0,,
playback of animation becomes quite heavy and time consuming,data,p_l_a_y_b_a_c_k a_n_i_m_a_t_i_o_n h_e_a_v_y t_i_m_e c_o_n_s_u_m_i_n_g,p_l_a_y_b_a_c_k_ _a_n_i_m_a_t_i_o_n a_n_i_m_a_t_i_o_n_ _h_e_a_v_y h_e_a_v_y_ _t_i_m_e t_i_m_e_ _c_o_n_s_u_m_i_n_g,p_l_a_y_b_a_c_k_ _a_n_i_m_a_t_i_o_n_ _h_e_a_v_y a_n_i_m_a_t_i_o_n_ _h_e_a_v_y_ _t_i_m_e h_e_a_v_y_ _t_i_m_e_ _c_o_n_s_u_m_i_n_g,0,0,,
For those applications that require visual fidelity,background_claim,a_p_p_l_i_c_a_t_i_o_n_s r_e_q_u_i_r_e v_i_s_u_a_l f_i_d_e_l_i_t_y,a_p_p_l_i_c_a_t_i_o_n_s_ _r_e_q_u_i_r_e r_e_q_u_i_r_e_ _v_i_s_u_a_l v_i_s_u_a_l_ _f_i_d_e_l_i_t_y,a_p_p_l_i_c_a_t_i_o_n_s_ _r_e_q_u_i_r_e_ _v_i_s_u_a_l r_e_q_u_i_r_e_ _v_i_s_u_a_l_ _f_i_d_e_l_i_t_y,0,0,,
SSD serves only as a basic framework,background_claim,s_s_d s_e_r_v_e_s b_a_s_i_c f_r_a_m_e_w_o_r_k,s_s_d_ _s_e_r_v_e_s s_e_r_v_e_s_ _b_a_s_i_c b_a_s_i_c_ _f_r_a_m_e_w_o_r_k,s_s_d_ _s_e_r_v_e_s_ _b_a_s_i_c s_e_r_v_e_s_ _b_a_s_i_c_ _f_r_a_m_e_w_o_r_k,0,0,,
PSD smoothly interpolates these meshes in pose space and produces visually attractive animations,background_claim,p_s_d s_m_o_o_t_h_l_y i_n_t_e_r_p_o_l_a_t_e_s m_e_s_h_e_s p_o_s_e s_p_a_c_e p_r_o_d_u_c_e_s v_i_s_u_a_l_l_y a_t_t_r_a_c_t_i_v_e a_n_i_m_a_t_i_o_n_s,p_s_d_ _s_m_o_o_t_h_l_y s_m_o_o_t_h_l_y_ _i_n_t_e_r_p_o_l_a_t_e_s i_n_t_e_r_p_o_l_a_t_e_s_ _m_e_s_h_e_s m_e_s_h_e_s_ _p_o_s_e p_o_s_e_ _s_p_a_c_e s_p_a_c_e_ _p_r_o_d_u_c_e_s p_r_o_d_u_c_e_s_ _v_i_s_u_a_l_l_y v_i_s_u_a_l_l_y_ _a_t_t_r_a_c_t_i_v_e a_t_t_r_a_c_t_i_v_e_ _a_n_i_m_a_t_i_o_n_s,p_s_d_ _s_m_o_o_t_h_l_y_ _i_n_t_e_r_p_o_l_a_t_e_s s_m_o_o_t_h_l_y_ _i_n_t_e_r_p_o_l_a_t_e_s_ _m_e_s_h_e_s i_n_t_e_r_p_o_l_a_t_e_s_ _m_e_s_h_e_s_ _p_o_s_e m_e_s_h_e_s_ _p_o_s_e_ _s_p_a_c_e p_o_s_e_ _s_p_a_c_e_ _p_r_o_d_u_c_e_s s_p_a_c_e_ _p_r_o_d_u_c_e_s_ _v_i_s_u_a_l_l_y p_r_o_d_u_c_e_s_ _v_i_s_u_a_l_l_y_ _a_t_t_r_a_c_t_i_v_e v_i_s_u_a_l_l_y_ _a_t_t_r_a_c_t_i_v_e_ _a_n_i_m_a_t_i_o_n_s,0,0,,
"Besides SSD, other skinning approaches",background_claim,s_s_d s_k_i_n_n_i_n_g a_p_p_r_o_a_c_h_e_s,s_s_d_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _a_p_p_r_o_a_c_h_e_s,s_s_d_ _s_k_i_n_n_i_n_g_ _a_p_p_r_o_a_c_h_e_s,0,0,,
can also be applied,background_claim,a_p_p_l_i_e_d,,,0,0,can,
rigid skinning,data,r_i_g_i_d s_k_i_n_n_i_n_g,r_i_g_i_d_ _s_k_i_n_n_i_n_g,,0,0,,
Free Form Deformation,data,f_r_e_e f_o_r_m d_e_f_o_r_m_a_t_i_o_n,f_r_e_e_ _f_o_r_m f_o_r_m_ _d_e_f_o_r_m_a_t_i_o_n,f_r_e_e_ _f_o_r_m_ _d_e_f_o_r_m_a_t_i_o_n,0,0,,
physical modelling and animation is another field providing realistic character simulations,background_claim,p_h_y_s_i_c_a_l m_o_d_e_l_l_i_n_g a_n_i_m_a_t_i_o_n f_i_e_l_d p_r_o_v_i_d_i_n_g r_e_a_l_i_s_t_i_c c_h_a_r_a_c_t_e_r s_i_m_u_l_a_t_i_o_n_s,p_h_y_s_i_c_a_l_ _m_o_d_e_l_l_i_n_g m_o_d_e_l_l_i_n_g_ _a_n_i_m_a_t_i_o_n a_n_i_m_a_t_i_o_n_ _f_i_e_l_d f_i_e_l_d_ _p_r_o_v_i_d_i_n_g p_r_o_v_i_d_i_n_g_ _r_e_a_l_i_s_t_i_c r_e_a_l_i_s_t_i_c_ _c_h_a_r_a_c_t_e_r c_h_a_r_a_c_t_e_r_ _s_i_m_u_l_a_t_i_o_n_s,p_h_y_s_i_c_a_l_ _m_o_d_e_l_l_i_n_g_ _a_n_i_m_a_t_i_o_n m_o_d_e_l_l_i_n_g_ _a_n_i_m_a_t_i_o_n_ _f_i_e_l_d a_n_i_m_a_t_i_o_n_ _f_i_e_l_d_ _p_r_o_v_i_d_i_n_g f_i_e_l_d_ _p_r_o_v_i_d_i_n_g_ _r_e_a_l_i_s_t_i_c p_r_o_v_i_d_i_n_g_ _r_e_a_l_i_s_t_i_c_ _c_h_a_r_a_c_t_e_r r_e_a_l_i_s_t_i_c_ _c_h_a_r_a_c_t_e_r_ _s_i_m_u_l_a_t_i_o_n_s,0,0,,
Simpler parametric skinning approaches (of which SSD is the prototype) have a fixed number of parameters,background_claim,s_i_m_p_l_e_r p_a_r_a_m_e_t_r_i_c s_k_i_n_n_i_n_g a_p_p_r_o_a_c_h_e_s s_s_d p_r_o_t_o_t_y_p_e f_i_x_e_d n_u_m_b_e_r p_a_r_a_m_e_t_e_r_s,s_i_m_p_l_e_r_ _p_a_r_a_m_e_t_r_i_c p_a_r_a_m_e_t_r_i_c_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _a_p_p_r_o_a_c_h_e_s a_p_p_r_o_a_c_h_e_s_ _s_s_d s_s_d_ _p_r_o_t_o_t_y_p_e p_r_o_t_o_t_y_p_e_ _f_i_x_e_d f_i_x_e_d_ _n_u_m_b_e_r n_u_m_b_e_r_ _p_a_r_a_m_e_t_e_r_s,s_i_m_p_l_e_r_ _p_a_r_a_m_e_t_r_i_c_ _s_k_i_n_n_i_n_g p_a_r_a_m_e_t_r_i_c_ _s_k_i_n_n_i_n_g_ _a_p_p_r_o_a_c_h_e_s s_k_i_n_n_i_n_g_ _a_p_p_r_o_a_c_h_e_s_ _s_s_d a_p_p_r_o_a_c_h_e_s_ _s_s_d_ _p_r_o_t_o_t_y_p_e s_s_d_ _p_r_o_t_o_t_y_p_e_ _f_i_x_e_d p_r_o_t_o_t_y_p_e_ _f_i_x_e_d_ _n_u_m_b_e_r f_i_x_e_d_ _n_u_m_b_e_r_ _p_a_r_a_m_e_t_e_r_s,0,0,,
the direction of deformed vertices from inverse skinning is a linear function of joint rotation,own_claim,d_i_r_e_c_t_i_o_n d_e_f_o_r_m_e_d v_e_r_t_i_c_e_s i_n_v_e_r_s_e s_k_i_n_n_i_n_g l_i_n_e_a_r f_u_n_c_t_i_o_n j_o_i_n_t r_o_t_a_t_i_o_n,d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d d_e_f_o_r_m_e_d_ _v_e_r_t_i_c_e_s v_e_r_t_i_c_e_s_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _l_i_n_e_a_r l_i_n_e_a_r_ _f_u_n_c_t_i_o_n f_u_n_c_t_i_o_n_ _j_o_i_n_t j_o_i_n_t_ _r_o_t_a_t_i_o_n,d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d_ _v_e_r_t_i_c_e_s d_e_f_o_r_m_e_d_ _v_e_r_t_i_c_e_s_ _i_n_v_e_r_s_e v_e_r_t_i_c_e_s_ _i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g_ _l_i_n_e_a_r s_k_i_n_n_i_n_g_ _l_i_n_e_a_r_ _f_u_n_c_t_i_o_n l_i_n_e_a_r_ _f_u_n_c_t_i_o_n_ _j_o_i_n_t f_u_n_c_t_i_o_n_ _j_o_i_n_t_ _r_o_t_a_t_i_o_n,0,0,,
"in the forward approach, that direction is kept as a constant",own_claim,f_o_r_w_a_r_d a_p_p_r_o_a_c_h d_i_r_e_c_t_i_o_n k_e_p_t c_o_n_s_t_a_n_t,f_o_r_w_a_r_d_ _a_p_p_r_o_a_c_h a_p_p_r_o_a_c_h_ _d_i_r_e_c_t_i_o_n d_i_r_e_c_t_i_o_n_ _k_e_p_t k_e_p_t_ _c_o_n_s_t_a_n_t,f_o_r_w_a_r_d_ _a_p_p_r_o_a_c_h_ _d_i_r_e_c_t_i_o_n a_p_p_r_o_a_c_h_ _d_i_r_e_c_t_i_o_n_ _k_e_p_t d_i_r_e_c_t_i_o_n_ _k_e_p_t_ _c_o_n_s_t_a_n_t,0,0,,
propose a unified framework which can be implemented on high-end commercial packages while allowing any proprietary skinning operators to be incorporated,own_claim,p_r_o_p_o_s_e u_n_i_f_i_e_d f_r_a_m_e_w_o_r_k i_m_p_l_e_m_e_n_t_e_d h_i_g_h e_n_d c_o_m_m_e_r_c_i_a_l p_a_c_k_a_g_e_s a_l_l_o_w_i_n_g p_r_o_p_r_i_e_t_a_r_y s_k_i_n_n_i_n_g o_p_e_r_a_t_o_r_s i_n_c_o_r_p_o_r_a_t_e_d,p_r_o_p_o_s_e_ _u_n_i_f_i_e_d u_n_i_f_i_e_d_ _f_r_a_m_e_w_o_r_k f_r_a_m_e_w_o_r_k_ _i_m_p_l_e_m_e_n_t_e_d i_m_p_l_e_m_e_n_t_e_d_ _h_i_g_h h_i_g_h_ _e_n_d e_n_d_ _c_o_m_m_e_r_c_i_a_l c_o_m_m_e_r_c_i_a_l_ _p_a_c_k_a_g_e_s p_a_c_k_a_g_e_s_ _a_l_l_o_w_i_n_g a_l_l_o_w_i_n_g_ _p_r_o_p_r_i_e_t_a_r_y p_r_o_p_r_i_e_t_a_r_y_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_o_r_s o_p_e_r_a_t_o_r_s_ _i_n_c_o_r_p_o_r_a_t_e_d,p_r_o_p_o_s_e_ _u_n_i_f_i_e_d_ _f_r_a_m_e_w_o_r_k u_n_i_f_i_e_d_ _f_r_a_m_e_w_o_r_k_ _i_m_p_l_e_m_e_n_t_e_d f_r_a_m_e_w_o_r_k_ _i_m_p_l_e_m_e_n_t_e_d_ _h_i_g_h i_m_p_l_e_m_e_n_t_e_d_ _h_i_g_h_ _e_n_d h_i_g_h_ _e_n_d_ _c_o_m_m_e_r_c_i_a_l e_n_d_ _c_o_m_m_e_r_c_i_a_l_ _p_a_c_k_a_g_e_s c_o_m_m_e_r_c_i_a_l_ _p_a_c_k_a_g_e_s_ _a_l_l_o_w_i_n_g p_a_c_k_a_g_e_s_ _a_l_l_o_w_i_n_g_ _p_r_o_p_r_i_e_t_a_r_y a_l_l_o_w_i_n_g_ _p_r_o_p_r_i_e_t_a_r_y_ _s_k_i_n_n_i_n_g p_r_o_p_r_i_e_t_a_r_y_ _s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_o_r_s s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_o_r_s_ _i_n_c_o_r_p_o_r_a_t_e_d,0,0,can,
